# cn     En
0.00676764     39.3911
0.00778564     7.1448
0.00142907     36.2334
0.00125725     38.5004
0.00501477     43.5983
0.000978268     19.4702
0.00927534     28.2243
0.00763229     46.6559
0.000496056     28.9785
0.00360307     17.8572
0.00111915     17.0059
0.00918155     45.5027
0.00741508     7.40575
0.00733044     37.8493
0.000708972     16.3976
0.00662903     35.1083
0.00892904     21.1988
0.00940629     6.64777
0.00156099     8.87355
0.0069676     12.7575
0.0091879     19.9912
0.00806204     37.4507
0.00571226     14.6834
0.00268275     3.16509
0.00542092     8.57914
0.00925515     15.3964
0.00954443     41.1982
0.00986056     33.3369
0.00323652     7.72804
0.00526126     46.0295
0.00539417     40.6447
0.000340417     23.8077
0.00857196     3.0282
0.00822182     46.2956
0.0041166     13.4718
0.000191373     15.2536
0.00232861     39.5293
0.00870907     29.1679
0.00693006     16.7476
0.00606005     8.79922
0.00150797     8.5613
0.00973522     14.3377
0.00452999     1.92035
0.00588901     20.5479
0.00218791     13.3442
0.0055095     11.9217
0.00157606     32.9533
0.00719129     47.7867
0.0016878     41.608
0.00721534     45.0954
0.00459311     23.717
0.00254173     8.45777
0.000752394     3.90395
0.00340467     15.7235
0.00222282     27.6116
0.0041915     36.0458
0.00963309     39.3133
0.0060086     29.9033
0.00718682     32.6822
0.00916887     40.6696
0.0070954     7.38345
0.000286868     17.1947
0.00140248     8.06936
0.00578078     15.9826
0.00145088     2.81542
0.00338224     39.9021
0.0064128     34.927
0.00788261     42.1073
0.00691761     37.1649
0.00186241     10.0302
0.00438761     44.0448
0.00916704     33.8376
0.00450517     36.6454
0.00197307     44.6964
0.0048343     43.0024
0.00309485     43.0894
0.00540573     42.5965
0.00989166     32.608
0.00200968     26.4581
3.31342e-05     1.52053
0.00771214     39.7804
0.00667642     33.0703
0.00237905     34.7819
0.000305553     26.8646
0.00621875     17.2383
0.00239367     21.4495
0.00423     19.8218
0.00376895     27.3193
0.00916253     41.6757
1.0371e-05     1.74108
0.00217676     39.8557
0.0019451     5.18377
0.00856036     33.6417
0.00451463     44.0659
0.00931736     19.8997
0.00132806     27.0726
0.00173063     21.7904
0.00790533     19.4832
0.00788191     25.2714
0.00327775     28.0006
0.00849458     37.7693
0.00968965     20.1434
0.0092929     40.0376
0.00602705     7.97056
0.00987744     41.3653
0.00273968     6.12236
0.00411557     43.563
0.00542314     25.2145
0.00717262     6.30161
0.00792284     49.9346
0.00774196     3.76505
0.00549184     32.4785
0.00828278     2.33617
0.00850408     25.8286
0.00311683     26.0141
0.00419002     28.4308
0.00452429     23.0226
0.00316485     45.6711
0.00247164     13.5074
0.000751714     47.5764
0.00476424     4.5685
0.00326529     19.6681
0.00973985     41.4423
0.00585404     5.3651
0.00337918     41.4687
0.00736352     13.8005
0.00248764     40.1969
0.00823785     19.7904
0.00269423     13.0552
0.00554589     25.5035
0.00489766     3.98559
0.00603345     26.38
0.00316174     46.4848
0.00116273     28.0215
0.00174022     16.5752
0.00793379     19.945
0.00541684     30.1925
0.00374248     1.98701
0.00549768     13.7231
0.00249396     23.6922
0.000542729     4.34639
0.000937144     18.0107
0.00392944     29.4859
0.00979359     40.6644
0.00704673     9.57793
0.00627112     26.7719
0.00792336     46.6568
0.00442453     22.0908
0.00843543     31.025
0.00940471     13.8079
0.00924881     21.7409
0.00644222     38.0764
0.00416609     22.2086
0.00976057     45.1418
0.000593654     34.8271
0.00706712     41.3483
0.0077535     44.2377
0.000452279     44.8422
0.0083416     3.64167
0.000691691     33.3143
0.00984078     5.13307
0.00511758     37.707
0.00208545     3.61985
0.00064676     23.4526
0.00370631     16.4079
0.00298357     22.7299
0.00838113     25.6898
0.00354337     40.6687
0.0013561     6.11558
0.00675739     33.9021
0.00541574     28.8455
0.00731555     19.0235
0.00924526     21.2882
0.00368196     13.09
0.00308893     46.3429
0.00833219     14.4058
0.00171118     36.7685
0.0046062     1.72742
0.0078565     42.1155
0.00511526     27.8588
0.00558775     30.4711
0.000277709     43.5014
0.00380499     31.038
0.00710014     32.2255
0.00715711     27.8035
0.00805163     20.0873
0.00841215     4.74401
0.00794475     18.5043
0.00534965     29.7642
0.00291183     16.6813
0.00903746     33.5363
0.000864776     32.8958
0.00769677     33.5533
0.00738838     39.6866
0.002315     46.6377
0.00996072     49.5469
0.00772027     33.5651
0.00903089     45.8167
0.00849028     33.6816
0.00830003     41.9772
0.00916984     30.9203
0.000693359     20.0548
0.00238696     18.9808
0.00677336     25.0013
0.00748806     18.922
0.00535467     25.6087
0.000841616     35.9927
0.00239705     42.6565
0.00327963     15.3409
0.00267861     47.5672
0.00517388     6.02841
0.00547975     37.3332
0.00536592     26.4706
0.00215818     44.6328
0.00116174     48.4892
0.00531102     49.3107
0.00538347     2.46661
0.000451994     46.3544
0.000114608     12.7697
0.00657067     12.2948
0.00317306     14.8016
0.00360353     25.6399
0.0085002     1.49423
0.00523939     2.16531
0.00860223     9.04828
0.00312499     34.4899
0.00338104     15.2309
0.00588252     15.5258
0.00144445     37.5914
0.00418694     10.4605
0.00709133     1.30704
0.00507247     43.4771
0.00432569     22.184
0.00624323     35.9729
0.00936801     19.8511
0.0066798     39.3731
0.00217207     5.77053
0.00266875     46.6709
0.00496829     44.4592
0.00521464     33.4694
0.00316838     36.3757
0.00602271     4.46172
0.00529852     45.3491
0.00470309     7.83472
0.00602759     36.048
0.00382846     17.1137
0.00304464     15.6664
0.00317062     8.56379
0.00408695     25.2875
0.00109987     16.9387
0.00693536     9.85554
0.00794046     31.7206
0.00035894     4.44983
0.00323585     1.75167
0.00162814     42.3022
0.00241564     47.9718
0.00946151     45.4379
0.000646287     31.6719
0.00915336     44.3342
0.00470229     32.792
0.000127141     17.5766
0.00329242     25.4987
0.00749799     30.7294
0.00535604     37.3318
0.00844242     3.09823
0.00054958     11.4776
0.00538103     39.4025
0.00310507     36.7694
0.00489031     35.2384
0.00432151     9.15119
0.00337929     29.8556
0.00441169     12.2174
0.00844553     49.3015
0.00952064     20.3633
0.00378852     8.11769
0.00984998     33.5462
0.00558588     47.1429
0.00579122     35.4687
4.99999e-05     18.6785
0.000115521     32.6055
0.000407015     15.7871
0.00111866     8.64411
0.00323198     24.9315
0.00872193     40.7881
0.00436994     1.27843
0.00318642     21.7039
0.00708773     3.06168
0.00894703     47.1408
4.4517e-05     11.5315
0.00676879     41.4326
0.00799431     26.3362
0.00492726     36.8078
0.00573091     29.6369
0.00556935     11.1221
0.000952113     29.7204
0.00454862     21.5606
0.0073023     1.38245
0.00708467     47.887
0.000177873     8.20697
0.00843031     4.74507
0.00747119     33.0546
0.00688175     34.7641
0.00169651     41.9836
0.00983261     8.60334
0.00525158     2.3358
0.0057215     45.058
0.000527633     22.1796
0.00899659     23.6794
0.00730808     17.4477
0.00840249     23.6597
0.00282786     2.58445
0.00149117     38.5085
0.00479562     14.885
0.00675457     41.405
0.00250331     5.72231
0.00418265     2.33518
0.00123272     38.3363
0.00502048     44.3839
0.00789427     37.9954
0.00454023     26.6459
0.00328167     24.1678
0.00285484     13.6964
0.000838541     1.45597
0.00222123     11.6018
0.00249111     40.0324
0.00535591     43.0542
0.00354341     44.5705
0.00433525     3.98064
0.000512056     48.9393
0.000226731     6.19018
0.000880254     44.8823
0.00171564     2.291
0.00232568     15.6668
0.00207159     10.0364
0.00571438     13.2469
0.00670594     41.6246
0.0065586     30.9886
0.00966196     22.0846
0.00146044     15.8851
0.00983824     10.0967
0.00350668     25.9072
0.0057564     18.9691
0.00841423     7.28022
0.000976624     18.0127
0.00721788     37.8591
0.0015331     43.5941
0.00167794     45.165
0.00941665     12.6435
0.00305109     5.36655
0.00481653     25.3658
0.00552415     19.2337
0.00855878     20.878
0.00473664     6.1362
0.00668214     22.0672
2.92787e-06     38.4
0.00406689     21.4261
0.00189188     49.8351
0.00159474     48.2725
0.00260884     41.0309
0.000691316     8.25516
0.00332155     49.4308
0.00218529     14.315
0.00316091     44.7515
0.00826338     22.3316
0.00441943     17.7729
0.00594186     28.6865
0.00116052     2.48506
0.00272368     18.6393
0.00299446     12.649
0.00855859     18.5977
0.00497735     46.4433
0.000734921     37.8938
0.00545855     41.7274
0.00205835     47.2037
0.00580341     27.7762
0.00180308     13.6181
0.00728719     41.7293
0.00502108     31.7456
0.00991071     25.7424
0.00960676     44.8558
0.00926352     1.7423
0.00578689     2.73319
0.00502754     19.9326
3.41924e-05     6.77126
0.00129518     28.9895
0.00980353     28.0271
0.00967526     37.4912
0.00286395     25.3541
0.00940896     4.54663
0.00846387     28.7827
0.00771467     36.8051
0.00164976     6.89797
0.00742561     26.0604
0.00134335     2.73475
0.00329542     9.89901
0.00980001     32.8583
0.00719023     28.0979
0.00411172     48.6272
0.00564367     41.8817
0.00627778     6.89936
0.00898921     8.49779
0.00404089     11.2402
0.0091815     11.4237
0.00356914     21.7638
0.0043697     37.2845
0.0053788     5.81229
0.0028063     3.43765
0.00336598     2.36747
0.00604343     39.9982
0.00263982     40.3862
0.00467387     6.12352
0.00715372     24.2019
0.00163883     34.9329
0.00777101     49.3213
0.00196623     15.7289
0.00954767     21.3804
0.00289598     3.14481
6.21385e-05     9.59932
0.00453909     20.7679
0.00168541     15.0609
0.00694662     8.83858
0.0086933     42.0294
0.00780035     28.9957
0.000970378     16.6536
0.00284496     48.4246
0.00855464     4.43384
0.00897752     49.2227
0.00805877     37.767
0.00457137     36.1
0.00880134     6.13275
0.00942025     17.8137
0.00798761     47.2546
0.00999406     44.5321
0.00818974     33.7356
0.0086949     5.06348
0.00588813     42.9366
0.00300413     26.6603
0.000512593     20.6548
0.00385124     14.9112
0.00439745     20.3637
0.00406272     23.3889
0.0089873     12.2773
0.006746     42.6392
0.00404653     3.44914
0.00768226     31.355
0.00792809     49.7517
0.00585715     31.2253
0.00583366     17.0175
0.009241     47.4524
0.000702936     27.8228
0.0010458     41.476
0.00125568     33.6165
0.00842267     21.3222
0.00245097     33.1647
0.00277085     24.3893
0.00673141     16.8284
0.00881949     36.5829
0.000407445     48.4239
0.00287764     29.5035
0.00680484     27.1409
0.00304913     12.3335
0.00236893     5.43098
0.0089526     39.6719
0.00668148     11.4528
0.00615856     17.2598
0.00773414     12.9295
0.00213278     48.9292
0.000881097     23.7119
0.0048215     11.0804
0.00896848     38.0569
0.0038987     38.927
0.00445493     27.2217
0.00601351     29.9765
0.00902973     35.1276
0.0057298     36.6161
0.00582449     18.2612
0.00407826     3.51574
0.000227749     28.3645
0.0071096     39.7458
0.00824049     17.3648
0.00716602     33.5704
0.00667176     31.5085
0.00677383     40.9951
0.00901085     20.1398
0.00651437     28.1536
0.0034043     49.7848
0.00572466     2.35707
0.00221909     9.03123
0.00387566     8.69899
0.00119102     26.6284
0.00241452     9.04788
0.00836026     37.9429
0.00175038     49.0183
0.00470302     24.0405
0.000565498     37.32
0.00792946     32.4018
0.00533656     16.3143
0.00620475     40.7006
0.00791801     42.6711
0.00545329     33.5679
0.00276426     4.70855
0.000490611     42.7249
0.00992667     15.4986
0.00665219     14.2328
0.00849109     20.7802
0.000671415     21.5754
0.00404232     48.6044
0.00134962     45.2024
0.0061264     17.2216
0.000197209     33.9678
0.00565556     18.8918
0.00884639     47.4468
0.00998224     33.5136
0.00930873     20.2109
0.00116275     22.9054
0.000160506     42.737
0.000826674     5.59238
0.00245769     25.2835
0.00994993     49.5707
0.00635295     4.89765
0.000804933     11.8551
0.00797292     30.3739
0.00924437     41.2432
0.00810035     49.2375
0.00929221     41.8641
0.00910473     21.8885
0.008957     47.3651
0.00722094     41.6273
0.00448198     43.4274
0.00630774     2.36782
0.00272163     46.7731
0.00335745     15.4324
0.00435579     21.7647
0.00748138     22.639
0.00506602     9.97951
0.00359358     49.0073
0.000566489     12.8519
0.000291822     45.71
0.00403695     43.3273
0.00830359     43.6244
0.00790917     38.1303
0.00353597     1.74783
0.0073751     29.1679
0.00849004     19.5057
0.0036487     7.52674
0.000891152     43.6971
0.00258105     12.1512
0.00814219     31.1713
0.00723338     29.9454
0.00992871     49.9523
0.00594578     25.5774
0.00159283     45.7704
0.00935655     12.9761
0.00765762     36.1353
0.000615681     8.89473
0.00981137     26.243
0.00638462     16.3146
0.00922876     37.7807
0.006358     40.6749
0.000599449     44.9091
0.00643342     22.1912
0.00373284     31.0749
0.00523472     44.5528
0.00844152     16.1272
0.00578209     45.5631
0.00136086     41.3794
0.00584461     4.31385
0.00735902     17.5076
0.00957549     31.6329
0.00892603     33.7981
0.00138518     4.23054
0.00189682     40.7622
0.00552706     48.0058
0.00691805     7.19625
0.00253618     20.0619
0.000390701     26.4005
0.00228721     37.9189
0.00629997     26.2372
0.00628638     18.1308
0.00267581     30.6975
0.00987105     15.1493
0.00207431     39.1732
0.00130744     17.0896
0.00171592     47.0015
0.0091135     44.1014
0.00408716     37.3182
0.000165734     45.6509
0.00177491     12.1694
0.000666328     5.11804
0.00810075     27.1852
0.00595951     32.0937
0.00659049     16.0166
0.00685229     39.1189
0.00508681     30.2365
0.00016303     42.6017
0.00639624     6.75755
0.00583803     6.81759
0.00951551     22.5438
0.00206953     18.0621
0.00247643     30.2841
0.00579309     45.5178
0.00266215     33.0363
0.00196983     13.6687
0.00865975     39.4785
0.00796225     48.4768
0.00280614     8.3155
0.00175478     38.0504
0.00598807     40.5597
0.00412176     34.8154
0.00714783     14.8995
0.00206654     24.2079
0.0076162     44.155
0.00796746     42.8931
0.00584272     40.9185
0.0025285     32.3589
0.000435539     8.0767
0.00169665     42.3728
0.00443163     4.25729
0.00388856     17.2773
0.00273068     22.0618
0.00290773     33.8834
0.00324915     12.5573
0.00999211     34.6481
0.00700555     19.9563
0.00713716     34.7661
0.00730397     37.7818
0.00825735     49.1941
0.00458343     42.2146
0.00784375     38.4278
0.00949375     3.8099
0.00361728     35.1836
0.00679041     49.6254
0.00667444     9.05708
0.00767062     30.4109
0.00798541     25.2575
0.00492719     46.4731
0.00898657     6.29012
0.00844534     13.0552
0.00436609     47.2438
0.00166655     49.1862
0.0043143     36.2892
0.00500664     32.9836
0.00546432     42.6888
0.0054233     3.77486
0.00800962     11.9604
0.00951646     27.259
0.00654705     42.1671
0.00682652     2.82519
0.000554498     23.6966
0.00436801     7.69482
0.00716237     13.2225
0.0079719     16.6033
0.00708156     36.1901
0.00280696     8.10045
0.00228626     11.9764
0.00946386     30.6314
0.00461715     11.0765
0.00413788     5.04419
0.00122424     25.5085
0.00289704     27.077
0.0048573     29.339
0.00615777     35.1171
0.00623157     29.5732
0.000481006     4.69408
0.00226143     28.6554
0.0065992     17.9526
0.00990743     46.3314
0.00671752     9.99947
0.0060805     25.6881
0.00219338     17.2685
0.00680935     49.3531
4.23452e-05     15.3771
0.00485903     16.2217
0.00116208     3.6257
0.00141866     36.8598
0.00339509     5.49978
0.00521772     6.66848
0.00738545     32.3917
0.00423972     44.5946
0.00381087     11.0304
0.00681887     25.2619
0.00187141     29.4244
0.00858631     20.5863
0.00794136     1.59543
0.00284404     45.5775
0.00369914     48.0716
0.00477362     24.4964
0.00100582     21.98
0.00980024     31.5097
0.00294061     23.4763
0.00980968     14.5052
0.00316421     33.9349
0.00944041     11.4951
0.00223964     34.3622
0.00857512     32.2733
0.0052498     46.922
0.00646029     27.6651
0.00612434     45.8684
0.00713397     2.78
0.00950719     37.3002
0.00873274     25.5992
0.00642376     29.4303
0.0070888     42.5913
0.00332432     18.4391
0.00447466     26.0575
0.00517456     38.1275
0.00222868     12.1766
0.0042445     48.8657
0.00637296     9.64368
0.00617971     23.2372
0.00219827     24.3684
0.00258786     22.2922
0.00302008     44.3579
0.00277158     38.0144
0.00892596     23.8402
0.00115423     12.7732
0.00827927     49.105
0.000655373     37.7917
0.00540244     31.8573
0.006954     9.6366
0.00366217     13.0701
0.00605439     4.23697
0.00929986     16.9513
0.0068054     32.8688
0.0082403     21.2455
0.0034534     31.7691
0.00660024     16.7925
0.00176508     28.1155
0.0037546     47.767
0.00949533     28.518
0.000378376     46.0153
0.00450448     20.3005
0.00325027     28.051
0.00352079     40.4224
0.00501677     26.2237
0.0052101     24.2076
0.00345095     17.2042
0.00169707     36.7859
0.0083997     32.6977
0.00962494     27.9796
0.00345437     22.2839
0.00105448     48.7918
0.00871129     24.7329
0.000307467     36.6795
0.00841104     26.2889
0.00233596     21.1855
0.00929178     4.70697
0.000710687     36.8883
0.00112809     26.6212
0.00353842     43.0662
0.00903826     16.9806
0.00273265     6.12568
0.00337011     14.2414
0.00291136     39.3932
0.00709664     1.576
0.00724754     29.5849
0.00285306     21.6372
0.00920553     37.8019
0.000358173     13.3468
0.00417997     21.9114
0.00251446     35.3197
0.0062163     5.48355
0.00520009     18.6646
0.00156253     11.9386
9.59956e-05     4.25818
0.0032183     31.4569
0.00998332     41.7769
0.00418673     41.6606
0.00976871     24.411
0.000262661     28.1153
0.00593604     7.95623
0.00654711     6.60992
0.00929498     17.5893
0.00112593     40.83
0.00262743     7.39873
0.00408465     37.2114
0.00190557     25.0327
0.00527546     1.37743
0.00819064     34.9363
0.000297203     47.0238
0.000989621     12.8331
0.000547424     17.291
0.00677843     42.8904
7.24584e-06     15.8637
0.00280636     4.14735
0.00992215     26.4654
0.0091446     36.9254
0.00434793     11.4723
0.00508109     5.07469
0.00370479     38.7059
0.00559985     49.9303
0.00132701     48.0958
0.000246507     11.4605
0.00323604     40.9129
0.000360554     34.7167
0.000596954     12.3746
0.00512789     1.8917
0.00373686     18.9743
0.00137752     45.4756
0.00166642     38.8945
0.00613752     30.8869
0.00195971     26.687
0.00796966     7.79354
0.00736357     45.8647
0.00577375     40.8074
0.00155519     30.3558
0.00389421     20.5002
0.00717274     1.64342
0.00643514     20.0338
0.00502242     14.0591
0.00683109     14.7137
0.00490946     24.5242
0.00768483     15.0614
0.00158636     3.07419
0.00279816     43.9577
0.00655842     9.20982
0.00767175     20.5014
0.00303408     42.9696
0.00253372     4.95739
0.00739747     28.8819
0.000166769     6.44843
0.00630499     30.9243
0.00718085     16.5656
0.00290933     33.5532
0.00891532     44.4672
0.00787395     7.69273
0.00291934     33.1478
0.00678325     45.6581
0.00271118     17.055
0.00941631     48.5028
0.00178919     1.22271
0.00867031     25.5774
0.00577939     8.42803
0.0012883     21.7898
0.00840743     44.6812
0.00364824     33.8488
0.00805492     7.42036
0.00239517     46.7402
0.0019189     2.60611
0.00919316     42.3101
0.00199145     26.0787
0.00134261     15.367
0.00882894     4.44916
0.00635174     6.99191
0.00106015     8.88884
0.00819036     22.3162
0.00249488     28.6767
0.00695459     2.73431
0.00855881     41.9379
0.00279255     22.5781
0.00502354     42.7084
0.00903386     40.1108
0.00859122     49.7601
0.00199003     4.3639
0.00876265     44.4797
0.0056888     48.3553
0.00442455     45.6177
0.00105219     5.80134
0.0024621     1.57694
0.00685585     27.8851
0.00388171     49.1991
0.00360108     19.8806
0.00128723     45.484
0.00961595     12.7902
0.00713997     26.6784
0.00928302     11.3448
0.000945571     4.15851
0.00677663     24.3007
0.00105204     39.2201
0.00677469     14.6807
0.00466893     19.869
0.00183372     44.1048
0.00959748     24.5159
0.00612586     8.1098
0.00340188     13.3981
0.00600549     39.9579
0.00853822     21.6787
0.00389883     2.12999
0.0081684     47.3924
0.00991215     45.7615
0.00411656     25.2053
0.00614517     17.3328
0.00622801     45.2864
0.00950997     33.0935
0.0016808     22.0051
0.00446091     20.1636
0.000755463     21.4442
0.00836168     13.2619
0.00338184     5.14414
0.00523704     48.5046
0.00763278     43.202
0.00444971     7.46655
0.00369348     35.0792
0.000610901     11.4196
0.00443731     47.9754
0.00152701     34.2249
0.00210545     39.3803
0.00289169     23.3319
0.00902443     30.2284
0.00260637     34.4385
0.000613595     10.5353
0.00519021     10.4804
0.00597601     47.7338
0.00135143     17.9849
0.00847444     21.408
0.0027682     46.2123
0.00545395     38.3715
0.00103755     6.1784
0.00798835     46.5308
0.00116544     44.1607
0.00949893     40.0825
0.00162744     7.20286
0.00657908     43.299
0.00470071     39.2302
0.00590667     6.6067
0.00279735     25.5541
0.00709894     10.8284
0.00344757     28.0281
0.00504839     34.8649
0.00667174     8.75729
0.000648422     2.0312
0.00336207     14.7542
0.00668864     10.8314
0.00511985     47.3991
0.00545687     8.74936
0.000750886     17.4005
0.0045051     41.815
0.00879195     49.1324
0.0066722     8.80899
0.000286862     10.3537
0.00169812     23.1511
0.00344757     49.9651
0.00707403     34.0095
0.0078525     5.42155
0.00847093     13.7302
0.00722312     3.16449
0.00236486     46.9374
0.00186599     9.63783
0.0095859     5.19403
0.00676048     47.6972
0.00997176     30.864
0.000486546     32.2512
0.00970596     12.327
0.00351754     35.1332
0.00205582     17.0546
0.0071416     34.2549
0.00955046     49.6877
0.00955244     3.77519
0.00239641     44.3223
0.00216887     26.8332
0.00763586     31.431
0.00368888     49.6309
